도메인,날짜,지수종류,돈,이동평균_3개월,이동평균_6개월,이동평균_12개월
전기기기 및 장치,2005-11-01,원지수 (2020=100),59.3,60.533333333333324,59.349999999999994,57.70833333333332
전기기기 및 장치,2005-11-01,계절조정지수 (2020=100),59.9,61.16666666666668,59.76666666666666,57.725
전기기기 및 장치,2005-12-01,원지수 (2020=100),70.7,63.19999999999999,60.949999999999996,58.30833333333333
전기기기 및 장치,2005-12-01,계절조정지수 (2020=100),63.5,61.70000000000001,60.65,58.23333333333334
전기기기 및 장치,2006-01-01,원지수 (2020=100),55.4,61.79999999999999,60.4,59.40833333333333
전기기기 및 장치,2006-01-01,계절조정지수 (2020=100),58.6,60.66666666666668,60.15,59.43333333333334
전기기기 및 장치,2006-02-01,원지수 (2020=100),54.5,60.19999999999999,60.36666666666665,59.71666666666666
전기기기 및 장치,2006-02-01,계절조정지수 (2020=100),61.3,61.13333333333335,61.150000000000006,59.85
전기기기 및 장치,2006-03-01,원지수 (2020=100),57.4,55.76666666666666,59.48333333333333,59.08333333333332
전기기기 및 장치,2006-03-01,계절조정지수 (2020=100),54.9,58.26666666666667,59.98333333333333,59.24166666666667
전기기기 및 장치,2006-04-01,원지수 (2020=100),65.7,59.19999999999999,60.49999999999999,59.90833333333333
전기기기 및 장치,2006-04-01,계절조정지수 (2020=100),64.9,60.366666666666674,60.51666666666667,59.974999999999994
전기기기 및 장치,2006-05-01,원지수 (2020=100),66.9,63.333333333333336,61.76666666666667,60.55833333333333
전기기기 및 장치,2006-05-01,계절조정지수 (2020=100),64.2,61.33333333333334,61.23333333333334,60.5
전기기기 및 장치,2006-06-01,원지수 (2020=100),63.5,65.36666666666667,60.56666666666666,60.758333333333326
전기기기 및 장치,2006-06-01,계절조정지수 (2020=100),60.5,63.20000000000001,60.73333333333334,60.69166666666666
전기기기 및 장치,2006-07-01,원지수 (2020=100),51.7,60.699999999999996,59.949999999999996,60.175000000000004
전기기기 및 장치,2006-07-01,계절조정지수 (2020=100),54.0,59.56666666666667,59.96666666666667,60.05833333333334
전기기기 및 장치,2006-08-01,원지수 (2020=100),57.2,57.46666666666666,60.4,60.383333333333326
전기기기 및 장치,2006-08-01,계절조정지수 (2020=100),57.9,57.46666666666667,59.4,60.275
전기기기 및 장치,2006-09-01,원지수 (2020=100),60.2,56.36666666666667,60.86666666666667,60.17499999999999
전기기기 및 장치,2006-09-01,계절조정지수 (2020=100),59.0,56.96666666666667,60.083333333333336,60.03333333333333
전기기기 및 장치,2006-10-01,원지수 (2020=100),65.8,61.06666666666666,60.88333333333333,60.69166666666666
전기기기 및 장치,2006-10-01,계절조정지수 (2020=100),67.3,61.400000000000006,60.48333333333334,60.5
전기기기 및 장치,2006-11-01,원지수 (2020=100),63.3,63.099999999999994,60.28333333333333,61.025
전기기기 및 장치,2006-11-01,계절조정지수 (2020=100),63.8,63.366666666666674,60.416666666666664,60.824999999999996
전기기기 및 장치,2006-12-01,원지수 (2020=100),67.6,65.56666666666665,60.96666666666666,60.76666666666667
전기기기 및 장치,2006-12-01,계절조정지수 (2020=100),60.8,63.96666666666667,60.46666666666666,60.599999999999994
전기기기 및 장치,2007-01-01,원지수 (2020=100),63.6,64.83333333333333,62.949999999999996,61.449999999999996
전기기기 및 장치,2007-01-01,계절조정지수 (2020=100),65.5,63.366666666666674,62.383333333333326,61.17499999999999
전기기기 및 장치,2007-02-01,원지수 (2020=100),59.4,63.53333333333333,63.31666666666666,61.85833333333334
전기기기 및 장치,2007-02-01,계절조정지수 (2020=100),68.8,65.03333333333335,64.2,61.800000000000004
전기기기 및 장치,2007-03-01,원지수 (2020=100),60.9,61.29999999999999,63.43333333333333,62.15
전기기기 및 장치,2007-03-01,계절조정지수 (2020=100),59.4,64.56666666666668,64.26666666666667,62.175000000000004
전기기기 및 장치,2007-04-01,원지수 (2020=100),66.7,62.333333333333336,63.58333333333332,62.23333333333333
전기기기 및 장치,2007-04-01,계절조정지수 (2020=100),64.6,64.26666666666668,63.81666666666666,62.15
전기기기 및 장치,2007-05-01,원지수 (2020=100),65.3,64.3,63.916666666666664,62.099999999999994
전기기기 및 장치,2007-05-01,계절조정지수 (2020=100),61.5,61.83333333333334,63.43333333333333,61.92499999999999
전기기기 및 장치,2007-06-01,원지수 (2020=100),67.4,66.46666666666665,63.883333333333326,62.425000000000004
전기기기 및 장치,2007-06-01,계절조정지수 (2020=100),66.9,64.33333333333334,64.44999999999999,62.458333333333336
전기기기 및 장치,2007-07-01,원지수 (2020=100),64.2,65.63333333333334,63.98333333333333,63.46666666666667
전기기기 및 장치,2007-07-01,계절조정지수 (2020=100),66.8,65.06666666666668,64.66666666666666,63.525
전기기기 및 장치,2007-08-01,원지수 (2020=100),69.4,67.00000000000001,65.64999999999999,64.48333333333333
전기기기 및 장치,2007-08-01,계절조정지수 (2020=100),70.3,68.00000000000001,64.91666666666667,64.55833333333334
전기기기 및 장치,2007-09-01,원지수 (2020=100),72.1,68.56666666666668,67.51666666666667,65.47500000000001
전기기기 및 장치,2007-09-01,계절조정지수 (2020=100),71.2,69.43333333333334,66.88333333333333,65.575
전기기기 및 장치,2007-10-01,원지수 (2020=100),70.8,70.76666666666667,68.19999999999999,65.89166666666667
전기기기 및 장치,2007-10-01,계절조정지수 (2020=100),72.1,71.2,68.13333333333334,65.975
전기기기 및 장치,2007-11-01,원지수 (2020=100),75.1,72.66666666666667,69.83333333333333,66.875
전기기기 및 장치,2007-11-01,계절조정지수 (2020=100),75.2,72.83333333333334,70.41666666666667,66.925
전기기기 및 장치,2007-12-01,원지수 (2020=100),91.4,79.10000000000001,73.83333333333333,68.85833333333333
전기기기 및 장치,2007-12-01,계절조정지수 (2020=100),84.0,77.10000000000001,73.26666666666667,68.85833333333333
전기기기 및 장치,2008-01-01,원지수 (2020=100),65.8,77.43333333333332,74.1,69.04166666666667
전기기기 및 장치,2008-01-01,계절조정지수 (2020=100),68.2,75.80000000000001,73.5,69.08333333333333
전기기기 및 장치,2008-02-01,원지수 (2020=100),65.1,74.1,73.38333333333333,69.51666666666667
전기기기 및 장치,2008-02-01,계절조정지수 (2020=100),73.6,75.26666666666667,74.05,69.48333333333333
전기기기 및 장치,2008-03-01,원지수 (2020=100),74.8,68.56666666666666,73.83333333333333,70.675
전기기기 및 장치,2008-03-01,계절조정지수 (2020=100),72.8,71.53333333333335,74.31666666666666,70.6
전기기기 및 장치,2008-04-01,원지수 (2020=100),80.3,73.39999999999999,75.41666666666666,71.80833333333332
전기기기 및 장치,2008-04-01,계절조정지수 (2020=100),78.0,74.80000000000001,75.3,71.71666666666665
전기기기 및 장치,2008-05-01,원지수 (2020=100),81.6,78.89999999999999,76.5,73.16666666666667
전기기기 및 장치,2008-05-01,계절조정지수 (2020=100),80.1,76.96666666666667,76.11666666666666,73.26666666666667
전기기기 및 장치,2008-06-01,원지수 (2020=100),78.6,80.16666666666666,74.36666666666666,74.10000000000001
전기기기 및 장치,2008-06-01,계절조정지수 (2020=100),76.5,78.2,74.86666666666666,74.06666666666666
전기기기 및 장치,2008-07-01,원지수 (2020=100),72.9,77.7,75.55,74.825
전기기기 및 장치,2008-07-01,계절조정지수 (2020=100),74.0,76.86666666666667,75.83333333333333,74.66666666666667
전기기기 및 장치,2008-08-01,원지수 (2020=100),77.8,76.43333333333334,77.66666666666666,75.52499999999999
전기기기 및 장치,2008-08-01,계절조정지수 (2020=100),80.6,77.03333333333335,77.0,75.525
전기기기 및 장치,2008-09-01,원지수 (2020=100),75.5,75.39999999999999,77.78333333333332,75.80833333333332
전기기기 및 장치,2008-09-01,계절조정지수 (2020=100),74.6,76.4,77.3,75.80833333333334
전기기기 및 장치,2008-10-01,원지수 (2020=100),72.3,75.2,76.45,75.93333333333334
전기기기 및 장치,2008-10-01,계절조정지수 (2020=100),73.5,76.23333333333333,76.55,75.925
전기기기 및 장치,2008-11-01,원지수 (2020=100),66.6,71.46666666666667,73.94999999999999,75.225
전기기기 및 장치,2008-11-01,계절조정지수 (2020=100),67.8,71.96666666666668,74.5,75.30833333333332
전기기기 및 장치,2008-12-01,원지수 (2020=100),77.4,72.1,73.74999999999999,74.05833333333334
전기기기 및 장치,2008-12-01,계절조정지수 (2020=100),68.4,69.90000000000002,73.14999999999999,74.00833333333334
전기기기 및 장치,2009-01-01,원지수 (2020=100),74.2,72.73333333333333,73.96666666666665,74.75833333333333
전기기기 및 장치,2009-01-01,계절조정지수 (2020=100),79.1,71.76666666666667,74.0,74.91666666666667
전기기기 및 장치,2009-02-01,원지수 (2020=100),65.8,72.46666666666667,71.96666666666665,74.81666666666666
전기기기 및 장치,2009-02-01,계절조정지수 (2020=100),74.0,73.83333333333333,72.89999999999999,74.95
전기기기 및 장치,2009-03-01,원지수 (2020=100),84.6,74.86666666666666,73.48333333333333,75.63333333333333
전기기기 및 장치,2009-03-01,계절조정지수 (2020=100),80.7,77.93333333333335,73.91666666666667,75.60833333333333
전기기기 및 장치,2009-04-01,원지수 (2020=100),69.1,73.16666666666666,72.95,74.7
전기기기 및 장치,2009-04-01,계절조정지수 (2020=100),68.7,74.46666666666668,73.11666666666666,74.83333333333333
전기기기 및 장치,2009-05-01,원지수 (2020=100),65.0,72.89999999999999,72.68333333333332,73.31666666666666
전기기기 및 장치,2009-05-01,계절조정지수 (2020=100),65.1,71.50000000000001,72.66666666666667,73.58333333333333
전기기기 및 장치,2009-06-01,원지수 (2020=100),83.0,72.36666666666666,73.61666666666666,73.68333333333332
전기기기 및 장치,2009-06-01,계절조정지수 (2020=100),77.5,70.43333333333334,74.18333333333334,73.66666666666667
전기기기 및 장치,2009-07-01,원지수 (2020=100),55.7,67.89999999999999,70.53333333333332,72.25
전기기기 및 장치,2009-07-01,계절조정지수 (2020=100),56.4,66.33333333333334,70.39999999999999,72.2
전기기기 및 장치,2009-08-01,원지수 (2020=100),57.8,65.5,69.2,70.58333333333333
전기기기 및 장치,2009-08-01,계절조정지수 (2020=100),58.8,64.23333333333335,67.86666666666666,70.38333333333333
전기기기 및 장치,2009-09-01,원지수 (2020=100),76.1,63.199999999999996,67.78333333333332,70.63333333333334
전기기기 및 장치,2009-09-01,계절조정지수 (2020=100),75.2,63.466666666666676,66.95,70.43333333333334
전기기기 및 장치,2009-10-01,원지수 (2020=100),65.8,66.56666666666666,67.23333333333332,70.09166666666665
전기기기 및 장치,2009-10-01,계절조정지수 (2020=100),66.8,66.93333333333334,66.63333333333334,69.875
전기기기 및 장치,2009-11-01,원지수 (2020=100),70.3,70.73333333333333,68.11666666666666,70.39999999999999
전기기기 및 장치,2009-11-01,계절조정지수 (2020=100),69.8,70.60000000000001,67.41666666666667,70.04166666666667
전기기기 및 장치,2009-12-01,원지수 (2020=100),87.2,74.43333333333334,68.81666666666665,71.21666666666665
전기기기 및 장치,2009-12-01,계절조정지수 (2020=100),77.2,71.26666666666667,67.36666666666666,70.77499999999999
전기기기 및 장치,2010-01-01,원지수 (2020=100),74.0,77.16666666666667,71.86666666666666,71.2
전기기기 및 장치,2010-01-01,계절조정지수 (2020=100),78.5,75.16666666666667,71.05,70.725
전기기기 및 장치,2010-02-01,원지수 (2020=100),67.3,76.16666666666667,73.45,71.32499999999999
전기기기 및 장치,2010-02-01,계절조정지수 (2020=100),77.9,77.86666666666667,74.23333333333333,71.05
전기기기 및 장치,2010-03-01,원지수 (2020=100),81.8,74.36666666666667,74.39999999999999,71.09166666666667
전기기기 및 장치,2010-03-01,계절조정지수 (2020=100),77.9,78.10000000000001,74.68333333333334,70.81666666666668
전기기기 및 장치,2010-04-01,원지수 (2020=100),85.5,78.2,77.68333333333332,72.45833333333333
전기기기 및 장치,2010-04-01,계절조정지수 (2020=100),83.5,79.76666666666667,77.46666666666667,72.05
전기기기 및 장치,2010-05-01,원지수 (2020=100),78.3,81.86666666666666,79.01666666666665,73.56666666666666
전기기기 및 장치,2010-05-01,계절조정지수 (2020=100),75.4,78.93333333333335,78.39999999999999,72.90833333333333
전기기기 및 장치,2010-06-01,원지수 (2020=100),84.9,82.9,78.63333333333333,73.72500000000001
전기기기 및 장치,2010-06-01,계절조정지수 (2020=100),80.9,79.93333333333335,79.01666666666667,73.19166666666666
전기기기 및 장치,2010-07-01,원지수 (2020=100),88.0,83.73333333333333,80.96666666666665,76.41666666666667
전기기기 및 장치,2010-07-01,계절조정지수 (2020=100),88.7,81.66666666666667,80.71666666666667,75.88333333333334
전기기기 및 장치,2010-08-01,원지수 (2020=100),81.0,84.63333333333334,83.25,78.35000000000001
전기기기 및 장치,2010-08-01,계절조정지수 (2020=100),82.6,84.06666666666668,81.5,77.86666666666667
전기기기 및 장치,2010-09-01,원지수 (2020=100),85.4,84.8,83.85000000000001,79.125
전기기기 및 장치,2010-09-01,계절조정지수 (2020=100),82.6,84.63333333333333,82.28333333333333,78.48333333333333
전기기기 및 장치,2010-10-01,원지수 (2020=100),79.1,81.83333333333333,82.78333333333333,80.23333333333333
전기기기 및 장치,2010-10-01,계절조정지수 (2020=100),81.6,82.26666666666667,81.96666666666665,79.71666666666667
전기기기 및 장치,2010-11-01,원지수 (2020=100),90.6,85.03333333333333,84.83333333333333,81.925
전기기기 및 장치,2010-11-01,계절조정지수 (2020=100),89.7,84.63333333333334,84.35000000000001,81.375
전기기기 및 장치,2010-12-01,원지수 (2020=100),101.2,90.3,87.55,83.09166666666667
전기기기 및 장치,2010-12-01,계절조정지수 (2020=100),87.9,86.40000000000002,85.51666666666667,82.26666666666667
전기기기 및 장치,2011-01-01,원지수 (2020=100),82.1,91.3,86.56666666666666,83.76666666666667
전기기기 및 장치,2011-01-01,계절조정지수 (2020=100),86.3,87.96666666666668,85.11666666666666,82.91666666666667
전기기기 및 장치,2011-02-01,원지수 (2020=100),73.5,85.60000000000001,85.31666666666666,84.28333333333333
전기기기 및 장치,2011-02-01,계절조정지수 (2020=100),82.8,85.66666666666667,85.15,83.325
전기기기 및 장치,2011-03-01,원지수 (2020=100),96.9,84.16666666666667,87.23333333333333,85.54166666666667
전기기기 및 장치,2011-03-01,계절조정지수 (2020=100),92.1,87.06666666666666,86.73333333333333,84.50833333333334
전기기기 및 장치,2011-04-01,원지수 (2020=100),90.4,86.93333333333334,89.11666666666666,85.95
전기기기 및 장치,2011-04-01,계절조정지수 (2020=100),90.5,88.46666666666665,88.21666666666665,85.09166666666667
전기기기 및 장치,2011-05-01,원지수 (2020=100),95.3,94.2,89.89999999999999,87.36666666666667
전기기기 및 장치,2011-05-01,계절조정지수 (2020=100),94.0,92.2,88.93333333333334,86.64166666666667
전기기기 및 장치,2011-06-01,원지수 (2020=100),98.8,94.83333333333333,89.5,88.52499999999999
전기기기 및 장치,2011-06-01,계절조정지수 (2020=100),94.2,92.90000000000002,89.98333333333333,87.75
전기기기 및 장치,2011-07-01,원지수 (2020=100),92.0,95.36666666666666,91.14999999999999,88.85833333333333
전기기기 및 장치,2011-07-01,계절조정지수 (2020=100),94.1,94.10000000000001,91.28333333333335,88.2
전기기기 및 장치,2011-08-01,원지수 (2020=100),89.1,93.3,93.75,89.53333333333332
전기기기 및 장치,2011-08-01,계절조정지수 (2020=100),91.3,93.2,92.69999999999999,88.925
전기기기 및 장치,2011-09-01,원지수 (2020=100),87.9,89.66666666666667,92.25,89.74166666666666
